INFO:__main__:Device: cuda
INFO:__main__:created datasets and dataloader
INFO:__main__:created model and optimizer
INFO:__main__:updated best_model in epoch 1 with training_loss: total: 2.388492376972531 binary: 1.8955592713415375 instance: 0.4929330909153238 and validation_loss: total: 1.4976817131042481 binary: 1.1493830998738608 instance: 0.34829861323038735
INFO:__main__:updated best_model in epoch 2 with training_loss: total: 1.1507086645023457 binary: 0.9192621994809985 instance: 0.23144646910216304 and validation_loss: total: 1.1536413590113321 binary: 0.9347694516181946 instance: 0.21887190043926238
INFO:__main__:updated best_model in epoch 3 with training_loss: total: 0.9865368283141204 binary: 0.8138945216459852 instance: 0.17264230530786318 and validation_loss: total: 1.0892492930094402 binary: 0.8918334086736043 instance: 0.19741589526335399
INFO:__main__:updated best_model in epoch 4 with training_loss: total: 0.9104129506344617 binary: 0.7562281516577692 instance: 0.15418479471038485 and validation_loss: total: 1.009962256749471 binary: 0.838394018014272 instance: 0.17156822383403778
INFO:__main__:updated best_model in epoch 6 with training_loss: total: 0.8622818396299212 binary: 0.7205765662846229 instance: 0.14170527294339974 and validation_loss: total: 0.9873624404271444 binary: 0.8216332038243611 instance: 0.1657292385896047
INFO:__main__:updated best_model in epoch 7 with training_loss: total: 0.8340309427981555 binary: 0.695979054290724 instance: 0.138051885044921 and validation_loss: total: 0.966368579864502 binary: 0.7984960913658142 instance: 0.16787249247233074
INFO:__main__:updated best_model in epoch 8 with training_loss: total: 0.8225595050827597 binary: 0.6872119008258171 instance: 0.1353475994341601 and validation_loss: total: 0.8859490036964417 binary: 0.7372004707654317 instance: 0.14874852498372396
INFO:__main__:created checkpoint for epoch 10 with training_loss: total: 0.8208232732234654 binary: 0.6892014682540261 instance: 0.13162180435113394 and validation_loss: total: 0.897616712252299 binary: 0.7606232325236003 instance: 0.1369934802254041
INFO:__main__:updated best_model in epoch 11 with training_loss: total: 0.7905654768726144 binary: 0.6619305998952557 instance: 0.12863487969790258 and validation_loss: total: 0.8625876943270365 binary: 0.7279887755711874 instance: 0.13459891180197397
INFO:__main__:updated best_model in epoch 13 with training_loss: total: 0.7815149517969472 binary: 0.6606336634188766 instance: 0.12088129307719186 and validation_loss: total: 0.8611977060635885 binary: 0.7234280188878377 instance: 0.13776968717575072
INFO:__main__:updated best_model in epoch 14 with training_loss: total: 0.770434577930023 binary: 0.6500972981769514 instance: 0.12033727833096912 and validation_loss: total: 0.8521106878916422 binary: 0.7002765774726868 instance: 0.151834108432134
INFO:__main__:updated best_model in epoch 16 with training_loss: total: 0.7681217703087201 binary: 0.6539776775352193 instance: 0.11414408782705726 and validation_loss: total: 0.838685417175293 binary: 0.7162810087203979 instance: 0.12240440398454666
INFO:__main__:updated best_model in epoch 17 with training_loss: total: 0.7501042134039629 binary: 0.6393873619835406 instance: 0.11071685330625392 and validation_loss: total: 0.7998376886049906 binary: 0.6958045760790507 instance: 0.10403311351935068
INFO:__main__:updated best_model in epoch 20 with training_loss: total: 0.7305293864728999 binary: 0.6222707235961534 instance: 0.10825866485532389 and validation_loss: total: 0.787225337823232 binary: 0.6765982111295065 instance: 0.11062713414430618
INFO:__main__:created checkpoint for epoch 20 with training_loss: total: 0.7305293864728999 binary: 0.6222707235961534 instance: 0.10825866485532389 and validation_loss: total: 0.787225337823232 binary: 0.6765982111295065 instance: 0.11062713414430618
INFO:__main__:updated best_model in epoch 24 with training_loss: total: 0.7228329245974908 binary: 0.6181898324816059 instance: 0.10464309273419044 and validation_loss: total: 0.7856376846631368 binary: 0.6724856456120809 instance: 0.11315204252799352
INFO:__main__:updated best_model in epoch 25 with training_loss: total: 0.7289372885375597 binary: 0.6248325623911941 instance: 0.10410472874324846 and validation_loss: total: 0.7811307589213053 binary: 0.6622374653816223 instance: 0.1188932940363884
INFO:__main__:updated best_model in epoch 27 with training_loss: total: 0.7206583418786773 binary: 0.6190598616956181 instance: 0.10159847443281862 and validation_loss: total: 0.7808236757914225 binary: 0.6706952889760335 instance: 0.11012838929891586
INFO:__main__:updated best_model in epoch 30 with training_loss: total: 0.6969530745660616 binary: 0.5991508728241031 instance: 0.09780220316406107 and validation_loss: total: 0.7614222566286722 binary: 0.6505221048990886 instance: 0.11090014229218165
INFO:__main__:created checkpoint for epoch 30 with training_loss: total: 0.6969530745660616 binary: 0.5991508728241031 instance: 0.09780220316406107 and validation_loss: total: 0.7614222566286722 binary: 0.6505221048990886 instance: 0.11090014229218165
INFO:__main__:updated best_model in epoch 33 with training_loss: total: 0.6935918227270925 binary: 0.5975111661115623 instance: 0.09608065785214119 and validation_loss: total: 0.7596960226694743 binary: 0.6613060712814331 instance: 0.0983899508913358
INFO:__main__:updated best_model in epoch 34 with training_loss: total: 0.6942023038864136 binary: 0.5986103999169535 instance: 0.09559190285651022 and validation_loss: total: 0.7457828720410665 binary: 0.6500512480735778 instance: 0.09573162694772085
INFO:__main__:updated best_model in epoch 37 with training_loss: total: 0.6907516371659718 binary: 0.5960322831181569 instance: 0.09471936013812346 and validation_loss: total: 0.7439272085825602 binary: 0.6459946274757385 instance: 0.09793257862329482
INFO:__main__:updated best_model in epoch 40 with training_loss: total: 0.6856308918276268 binary: 0.5932214905612202 instance: 0.09240939829854056 and validation_loss: total: 0.739743693669637 binary: 0.6450457572937012 instance: 0.0946979433298111
INFO:__main__:created checkpoint for epoch 40 with training_loss: total: 0.6856308918276268 binary: 0.5932214905612202 instance: 0.09240939829854056 and validation_loss: total: 0.739743693669637 binary: 0.6450457572937012 instance: 0.0946979433298111
INFO:__main__:updated best_model in epoch 46 with training_loss: total: 0.6788526630005896 binary: 0.5890726889812106 instance: 0.0897799701858853 and validation_loss: total: 0.7373971382776896 binary: 0.6469938437143962 instance: 0.0904032935698827
INFO:__main__:updated best_model in epoch 47 with training_loss: total: 0.6805795500387295 binary: 0.5906485157141547 instance: 0.08993103197501408 and validation_loss: total: 0.7337661107381185 binary: 0.6369748274485271 instance: 0.09679128030935923
INFO:__main__:updated best_model in epoch 49 with training_loss: total: 0.6762337959158965 binary: 0.5867823220140211 instance: 0.0894514702229579 and validation_loss: total: 0.7335779905319214 binary: 0.6376646002133687 instance: 0.0959133764108022
INFO:__main__:updated best_model in epoch 50 with training_loss: total: 0.670053887416713 binary: 0.5817297400280648 instance: 0.08832414896532707 and validation_loss: total: 0.7224642753601074 binary: 0.6310227751731873 instance: 0.09144150565067927
INFO:__main__:created checkpoint for epoch 50 with training_loss: total: 0.670053887416713 binary: 0.5817297400280648 instance: 0.08832414896532707 and validation_loss: total: 0.7224642753601074 binary: 0.6310227751731873 instance: 0.09144150565067927
INFO:__main__:created checkpoint for epoch 60 with training_loss: total: 0.6649085107680673 binary: 0.5773621683793444 instance: 0.08754634356350324 and validation_loss: total: 0.7355830033620199 binary: 0.645912233988444 instance: 0.08967077533404032
