INFO:__main__:created datasets and dataloader
INFO:__main__:created model and optimizer
INFO:__main__:created datasets and dataloader
INFO:__main__:created model and optimizer
INFO:__main__:found existing model
INFO:__main__:loaded existing model for continuation of training
INFO:__main__:updated best_model in epoch 1 with training_loss: 51803348824.13115 and validation_loss: 24205959168.0
INFO:__main__:created checkpoint for epoch 1 with training_loss: 51803348824.13115 and validation_loss: 24205959168.0
INFO:__main__:updated best_model in epoch 2 with training_loss: 35653645328.78689 and validation_loss: 14998455296.0
INFO:__main__:updated best_model in epoch 6 with training_loss: 12374511649.57377 and validation_loss: 4427773440.0
INFO:__main__:created checkpoint for epoch 11 with training_loss: 9684750168.131147 and validation_loss: 23595685888.0
INFO:__main__:updated best_model in epoch 12 with training_loss: 9389441619.934425 and validation_loss: 1887747584.0
INFO:__main__:created checkpoint for epoch 21 with training_loss: 6004097384.918033 and validation_loss: 14717506560.0
INFO:__main__:created checkpoint for epoch 31 with training_loss: 4273875523.147541 and validation_loss: 11093405696.0
INFO:__main__:created checkpoint for epoch 41 with training_loss: 5622979038.4262295 and validation_loss: 8976187392.0
INFO:__main__:created checkpoint for epoch 51 with training_loss: 3352776787.9344263 and validation_loss: 20787095552.0
INFO:__main__:created checkpoint for epoch 61 with training_loss: 4929433887.4754095 and validation_loss: 5097919488.0
INFO:__main__:updated best_model in epoch 66 with training_loss: 5121180527.213115 and validation_loss: 611112960.0
INFO:__main__:updated best_model in epoch 69 with training_loss: 4012748481.0491805 and validation_loss: 448639808.0
INFO:__main__:created checkpoint for epoch 71 with training_loss: 4681317856.5245905 and validation_loss: 3559707136.0
INFO:__main__:created checkpoint for epoch 81 with training_loss: 4405426295.606558 and validation_loss: 8754499584.0
INFO:__main__:created datasets and dataloader
INFO:__main__:created model and optimizer
INFO:__main__:found existing model
INFO:__main__:loaded existing model for continuation of training
INFO:__main__:created checkpoint for epoch 81 with training_loss: 3198638904.655738 and validation_loss: 8391207424.0
INFO:__main__:created checkpoint for epoch 91 with training_loss: 4028942235.2786884 and validation_loss: 8727493632.0
INFO:__main__:updated best_model in epoch 97 with training_loss: 3958152588.5901637 and validation_loss: 431299456.0
INFO:__main__:created checkpoint for epoch 101 with training_loss: 3316898740.4590163 and validation_loss: 5084563456.0
INFO:__main__:created checkpoint for epoch 111 with training_loss: 3448799603.4098363 and validation_loss: 8249753600.0
INFO:__main__:created checkpoint for epoch 121 with training_loss: 1964210238.9508197 and validation_loss: 6524782592.0
INFO:__main__:updated best_model in epoch 122 with training_loss: 7892287229.901639 and validation_loss: 266225072.0
INFO:__main__:created checkpoint for epoch 131 with training_loss: 3775290817.0491805 and validation_loss: 12143937536.0
INFO:__main__:created checkpoint for epoch 141 with training_loss: 3884776112.2622952 and validation_loss: 6047257600.0
INFO:__main__:created checkpoint for epoch 151 with training_loss: 2302628433.836066 and validation_loss: 12386998272.0
INFO:__main__:created checkpoint for epoch 161 with training_loss: 2749138259.9344263 and validation_loss: 17041553408.0
INFO:__main__:created checkpoint for epoch 171 with training_loss: 2081330115.147541 and validation_loss: 2651842048.0
INFO:__main__:created checkpoint for epoch 181 with training_loss: 3057213991.8688526 and validation_loss: 1317581440.0
INFO:__main__:updated best_model in epoch 185 with training_loss: 3138737575.8688526 and validation_loss: 246477264.0
INFO:__main__:created checkpoint for epoch 191 with training_loss: 3376684240.7868853 and validation_loss: 9831218176.0
INFO:__main__:created checkpoint for epoch 201 with training_loss: 2162517239.6065574 and validation_loss: 6376931840.0
INFO:__main__:created checkpoint for epoch 211 with training_loss: 2548469532.327869 and validation_loss: 2569584128.0
INFO:__main__:created checkpoint for epoch 221 with training_loss: 2392859553.5737705 and validation_loss: 10963351552.0
INFO:__main__:created checkpoint for epoch 231 with training_loss: 2346493385.442623 and validation_loss: 8121530368.0
INFO:__main__:created checkpoint for epoch 241 with training_loss: 2617047078.819672 and validation_loss: 6832453632.0
INFO:__main__:created checkpoint for epoch 251 with training_loss: 1609496523.5409837 and validation_loss: 700778688.0
INFO:__main__:created checkpoint for epoch 261 with training_loss: 3326596468.4590163 and validation_loss: 7775386112.0
INFO:__main__:updated best_model in epoch 270 with training_loss: 1670295616.0 and validation_loss: 127573504.0
INFO:__main__:created checkpoint for epoch 271 with training_loss: 1973472508.852459 and validation_loss: 3205854720.0
INFO:__main__:created checkpoint for epoch 281 with training_loss: 1999218401.5737705 and validation_loss: 4524572160.0
INFO:__main__:created checkpoint for epoch 291 with training_loss: 2276868987.803279 and validation_loss: 2607677440.0
